COUNTSTATIONID,COUNTDIR,COUNTDATE,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000223,S,20140328,20,12,5,5,39,111,60,259,537,529,454,342,226,232,254,313,403,441,405,352,269,169,86,37,03/28/2014
000223,P,20140329,6,7,3,8,7,20,53,81,117,224,327,332,312,404,451,560,574,431,258,146,108,59,43,8,03/29/2014
000223,S,20140329,28,16,4,6,23,72,198,495,486,330,327,314,255,216,220,231,224,184,146,101,83,78,47,26,03/29/2014
000223,P,20140330,2,4,3,6,6,13,57,89,156,301,587,594,694,585,571,570,535,421,278,196,118,64,27,10,03/30/2014
000223,S,20140330,12,9,4,7,21,41,96,344,308,239,245,190,158,137,146,171,150,124,108,83,56,35,30,18,03/30/2014
000223,P,20140331,8,5,6,4,10,16,75,90,107,131,177,216,233,249,235,238,310,180,117,63,17,10,10,9,03/31/2014
000223,S,20140331,9,8,7,5,39,90,42,91,189,224,166,111,114,108,93,116,118,101,88,75,57,38,26,20,03/31/2014
000223,P,20140401,2,4,1,2,10,18,46,57,105,129,147,142,147,168,221,222,305,127,125,39,31,12,7,7,04/01/2014
000223,S,20140401,10,7,5,5,39,127,40,87,178,184,157,127,107,101,96,111,134,129,75,68,62,35,29,20,04/01/2014
000223,P,20140402,2,4,5,1,12,25,70,49,81,134,144,139,138,180,201,252,273,138,113,45,33,20,14,8,04/02/2014
000223,S,20140402,8,9,6,7,38,137,44,125,213,180,156,139,89,113,127,124,133,138,92,91,81,55,38,22,04/02/2014
000223,P,20140403,4,2,6,1,1,2,52,40,56,73,93,111,139,222,243,315,445,215,138,54,36,16,11,10,04/03/2014
000223,S,20140403,7,11,15,9,38,134,55,138,270,252,283,158,128,111,136,107,153,154,106,111,95,65,36,30,04/03/2014
000223,P,20140404,5,2,2,6,6,17,56,65,113,237,197,166,214,238,395,459,477,296,150,81,32,27,14,11,04/04/2014
000223,S,20140404,15,9,6,9,30,89,65,243,474,459,301,223,179,200,211,259,350,410,346,318,235,167,90,46,04/04/2014
000223,P,20140405,11,5,4,4,5,13,44,63,100,133,189,208,261,314,363,422,483,300,174,91,60,30,22,11,04/05/2014
000223,S,20140405,19,12,4,7,24,69,196,520,386,301,285,233,198,160,204,162,178,177,98,94,52,57,39,22,04/05/2014
000223,P,20140406,1,4,2,4,8,8,41,58,95,190,343,507,482,513,597,597,555,355,232,171,109,66,18,14,04/06/2014
000223,S,20140406,14,10,8,6,23,38,73,396,366,311,226,149,139,114,109,110,105,118,103,96,45,53,43,13,04/06/2014
000223,P,20140407,10,5,1,5,6,23,92,107,136,119,169,165,176,186,194,192,258,125,116,49,25,12,9,8,04/07/2014
000223,S,20140407,19,13,7,9,39,96,51,79,166,171,97,101,79,75,75,95,117,114,76,65,61,42,30,16,04/07/2014
000223,P,20140408,2,4,1,2,7,23,55,64,105,127,110,136,122,123,150,198,253,148,113,49,24,18,12,9,04/08/2014
000223,S,20140408,14,5,8,5,43,120,40,73,153,186,169,121,73,67,95,108,117,102,81,74,48,43,24,18,04/08/2014
000223,P,20140409,4,3,0,2,7,16,66,80,105,119,128,113,118,166,191,200,244,105,114,54,33,9,10,14,04/09/2014
000223,S,20140409,10,6,3,5,43,129,40,84,144,198,155,125,96,90,93,124,120,125,95,82,65,53,35,23,04/09/2014
000223,P,20140410,5,1,3,4,6,23,57,57,105,85,111,132,117,142,182,194,263,137,116,49,36,17,8,8,04/10/2014
000223,S,20140410,8,2,1,6,48,123,50,89,130,149,159,137,90,117,157,154,156,147,108,113,77,55,44,26,04/10/2014
000223,P,20140411,2,3,2,0,8,16,61,83,104,118,150,132,159,180,222,226,293,176,138,44,34,23,12,11,04/11/2014
000223,S,20140411,15,6,4,7,24,94,44,105,196,290,213,169,127,171,200,214,273,323,312,316,244,174,84,40,04/11/2014
000223,P,20140412,6,4,2,1,6,8,50,81,97,134,153,157,181,217,280,345,392,253,174,84,82,58,38,11,04/12/2014
000223,S,20140412,15,16,4,5,21,65,81,275,293,284,249,237,208,162,179,182,238,212,166,138,96,93,56,37,04/12/2014
000223,P,20140413,2,6,3,6,3,6,40,56,91,211,436,432,452,380,415,454,309,283,210,102,57,43,15,15,04/13/2014
000223,S,20140413,17,14,6,6,18,36,65,284,282,217,147,126,104,117,148,181,163,123,46,37,31,28,24,8,04/13/2014
000223,P,20140414,6,6,2,3,10,21,65,82,93,125,188,187,124,173,204,224,265,148,133,41,32,30,11,5,04/14/2014
000223,S,20140414,5,9,8,7,36,106,47,75,128,165,186,94,94,87,87,79,118,96,65,66,43,43,22,13,04/14/2014
